vds,id,vgs,rvoltmeter,temperature,method,score_weight,chart_name,series_name,rd
0,0,0,10M,27.6,vds_id,1.0,chart2,Vds:Id@Vgs=0V,218
-0.0006,-4e-6
-0.0036,-26e-6
-0.0066,-48e-6
-0.0098,-70e-6
-0.0128,-97e-6
-0.0158,-112e-6
-0.0188,-134e-6
-0.0219,-155e-6
-0.0251,-177e-6
-0.0282,-199e-6
-0.0312,-220e-6
-0.0344,-247e-6
-0.0375,-263e-6
-0.0407,-285e-6
-0.0439,-305e-6
-0.0501,-347e-6
-0.0566,-390e-6
-0.0628,-432e-6
-0.0692,-473e-6
-0.0724,-495e-6
-0.0790,-536e-6
-0.0855,-578e-6
-0.0954,-641e-6
-0.1020,-682e-6
-0.1089,-724e-6
-0.1155,-763e-6
-0.1189,-785e-6
-0.1258,-826e-6
-0.1326,-866e-6
-0.1395,-907e-6
-0.1466,-947e-6
-0.1534,-988e-6
-0.1606,-1.027e-3
-0.1677,-1.067e-3
-0.1785,-1.126e-3
-0.1821,-1.145e-3
-0.1968,-1.225e-3
-0.203,-1.263e-3
-0.207,-1.282e-3
-0.215,-1.319e-3
-0.230,-1.397e-3
-0.241,-1.453e-3
-0.261,-1.545e-3
-0.285,-1.655e-3
-0.328,-1.834e-3
-0.373,-1.997e-3
-0.478,-2.340e-3
-0.544,-2.49e-3
-0.613,-2.62e-3
-0.688,-2.73e-3
-0.767,-2.83e-3
-0.849,-2.90e-3
-0.934,-2.96e-3
-1.021,-3.02e-3
-1.111,-3.06e-3
-1.201,-3.10e-3
-1.293,-3.15e-3
-1.385,-3.18e-3
-1.477,-3.21e-3
-1.759,-3.29e-3
-2.14,-3.39e-3
-2.33,-3.43e-3
-2.62,-3.48e-3
-3.00,-3.54e-3
-3.49,-3.62e-3
-3.87,-3.67e-3
-4.17,-3.70e-3
-4.66,-3.76e-3
-4.86,-3.78e-3
-5.25,-3.83e-3
-5.64,-3.87e-3
-5.93,-3.90e-3
-6.23,-3.92e-3
-6.72,-3.96e-3
-7.01,-3.99e-3
-7.41,-4.02e-3
-7.80,-4.05e-3
-8.19,-4.09e-3
-8.69,-4.12e-3
-9.00,-4.13e-3
