vgs,id,vbat,rvoltmeter,temperature,method,score_weight,score_max_vgs,chart_name,series_name
0.000,-4050e-6,9.00,10M,27.0,vgs_id,1.0,9999,chart1,Vgs:Id,218,Sample #1 from aliexpress
0.008,-3980e-6
0.018,-3880e-6
0.028,-3780e-6
0.038,-3680e-6
0.048,-3590e-6
0.058,-3490e-6
0.068,-3400e-6
0.078,-3290e-6
0.088,-3220e-6
0.098,-3130e-6
0.108,-3030e-6
0.118,-2960e-6
0.128,-2870e-6
0.138,-2780e-6
0.148,-2680e-6
0.158,-2600e-6
0.169,-2510e-6
0.188,-2350e-6
0.198,-2270e-6
0.208,-2180e-6
0.218,-2100e-6
0.238,-1933e-6
0.248,-1861e-6
0.258,-1789e-6
0.268,-1709e-6
0.278,-1640e-6
0.288,-1570e-6
0.298,-1501e-6
0.308,-1432e-6
0.318,-1365e-6
0.328,-1301e-6
0.338,-1236e-6
0.348,-1176e-6
0.358,-1111e-6
0.368,-1053e-6
0.378,-994e-6
0.388,-939e-6
0.398,-883e-6
0.408,-829e-6
0.418,-774e-6
0.428,-726e-6
0.438,-677e-6
0.448,-627e-6
0.458,-583e-6
0.468,-537e-6
0.478,-496e-6
0.488,-453e-6
0.498,-413e-6
0.508,-378e-6
0.518,-342e-6
0.528,-308e-6
0.538,-278e-6
0.548,-250e-6
0.558,-223e-6
0.568,-197e-6
0.578,-173e-6
0.588,-151e-6
0.609,-112e-6
0.619,-97e-6
0.629,-82e-6
0.639,-70e-6
0.649,-58e-6
0.659,-49e-6
0.669,-42e-6
0.679,-33e-6
0.689,-28e-6
0.709,-18e-6
0.729,-11e-6
0.739,-9e-6
0.749,-7e-6
0.759,-5e-6
0.769,-4e-6
0.779,-3e-6
0.819,-1e-6
0.879,0
